Text,Label
Ok calling you with carlos after u r done with rch.,Non_Phishing
"FROM THE DESK OF MR ALIABDULAHI (ESQ)TH HEAD OF FILE DEPARTMENT, IN BANKOF AFRICA(B.O.A) OUAGADOUGOUBURKINA-FASO WEST AFRICA.US$PhishingNon_Phishing.5M (TEN MILLION FIVE HUNDRED THOUSAND UNITED STATES DOLLARS) REMITTANCE OFCONFIDENTIAL IS THE CASE"")COMLIMENTS OF THE SEASON 2Non_PhishingNon_Phishing7,I AM (MR ALIABDULAHI(ESQ)HEAD OF FILE DEPARTMENT & DEBT RECOVERING IN( BANK OF AFRICA)  OUAGADOUGOU BURKINA-FASO WEST AFRICA. FIRST, I MUST SOLICIT YOUR CONFIDENCE IN THIS TRANSACTION?THIS IS BY VIRTUE OF ITS NATURE AS BEING  UTTERLY CONFIDENTIAL AND TOP SECRET.HOWEVER AFTER SERIES OF PETITION WAS RECIEVED BY THIS PRESENT REGIME FROM FOREIGN CONTRACTORS AND INABILITY OF THE BANK OF AFRICA (B.O.A)TO FULFILL THEIR OBLIGATION FOR THE PAYMENT TO ITS FOREIGN CREDITORS, IN CONJUNCTION WITH THE COUNCIL OF MINISTERS, THEY MANDATED US TO CARRY OUT A CAREFUL AND COMPREHENSIVE REVIEW OF ALL OVERDUE PAYMENTS TO FOREIGN CONTRACTORS AND TO EFFECT PAYMENTS IMMEDIATELY.DURING THE ABOVE MENTIONED PROCESS, WE DISCOVERED AN ABANDONED SUM OF US$PhishingNon_Phishing.5M (TEN MILLION FIVE HUNDRED THOUSAND UNITED STATES DOLLARS )IN AN ACCOUNT THAT BELONGS TO ONE OF OUR FOREIGN CUSTOMER (MR. ANDREAS SCHRANNER FROM MUNICH, GERMANY) WHO DIED ALONG WITH HIS ENTIRE FAMILY IN A PLANE CRASH THAT HAPPENED ON (MONDAY 3Phishing JULY 2Non_PhishingNon_PhishingNon_Phishing).SINCE WE GOT INFORMATION ABOUT HIS DEATH, WE HAVE BEEN EXPECTING HIS NEXT OF KIN TO COME OVER AND CLAIM HIS MONEY BECAUSE WE CANNOT RELEASE IT UNLESS SOME BODY APPLIES FOR IT AS NEXT OF KIN OR RELATION TO THE DECEASED AS INDICATED IN OUR BANKING GUIDELINES AND LAWS BUT ALONG SIDE UNFORTUNATELY WE LEARNT THAT ALL HIS SUPPOSED NEXT OF KIN OR RELATION DIED  WITH HIM AT THE PLANE CRASH LEAVING NOBODY BEHIND FOR THE CLAIM.PLANE CRASH WEB SITE...http:/ews.bbc.co.uk/Phishing/hi/world/europe/859479.stmIT IS THEREFORE UPON THIS DISCOVERY THAT I AND OTHER OFFICIALS IN MY DEPARTMENTNOW DECIDED TO MAKE THIS BUSINESS PROPOSAL TO YOU AND RELEASE THE MONEY TO YOU AS THE NEXT OF KIN OR RELATION TO THE DECEASED FOR SAFETY AND SUBSEQUENT DISBURSEMENT SINCE NOBODY IS COMING FOR IT AND WE DON'T WANT THIS MONEY TO GO INTO THE BANK TREASURY AS UNCLAIMED BILL.I AGREE THAT 4Non_Phishing% OF THIS MONEY WILL BE FOR YOU AS A FOREIGN PARTNER, IN RESPECT TO THE PROVISION OF A FOREIGN ACCOUNT,AND 5Non_Phishing% WOULD BE FOR ME, WHILE PhishingNon_Phishing% WILL BE FOR EXPENSES INCURE DURING THE TRANSACTION. THERE AFTER I WILL VISIT YOUR COUNTRY FOR DISBURSEMENT ACCORDING TO THE PERCENTAGE INDICATED.THEREFORE, TO ENABLE THE IMMEDIATE TRANSFER OF THIS FUND TO YOU AS ARRANGED, YOU MUST APPLY FIRST TO THE BANK AS RELATION OR NEXT OF KIN OF THE DECEASED INDICATING YOUR BANK NAME, YOUR BANK ACCOUNT NUMBER, YOUR PRIVATE TELEPHONE AND FAX NUMBER FOR EASY AND EFFECTIVE COMMUNICATION AND LOCATION WHEREIN THE MONEY WILL BE REMITTED.UPON THE RECEIPT OF YOUR REPLY, I WILL SEND TO YOU A SPECIMEN OF APPLICATION WHICH YOU WILL FORWARD TO THE PAYING BANK INTRODUCING YOURSELF AND AT THE SAME TIME INTRUCTING BANK TO EFFECT THE RELEASE OF THE FUND INTO YOUR ACCOUNT, IWILL NOT FAIL TO BRING TO YOUR NOTICE THAT THIS TRANSACTION IS HICH-FREE?THAT YOU SHOULD NOT ENTERTAIN ANY ATOM OF FEAR AS ALL REQUIRED ARRANEMENT HAVE BEEN MADE FOR THE TRANSFER..YOU SHOULD CONTACT ME IMMIDIATELY AS SOON AS YOU RECEIVE THIS MESSAGE WITH MY PRIVATE MAIL ADDRESS FOR MORE IMFORMATION,THANK FOR YOUR CO-OPERATIONYOUR SINCERELYMR ALIABDULAHI(ESQ)_________________________________________________________________Testez Windows Live Mail Beta ! http://www.ideas.live.com/",Phishing
FYI,Non_Phishing
"FROM MR OMARU AMINU,AUDITING AND ACCOUNTING UNIT.FOREIGN REMITTANCE DEPT.INTERNATIONAL BANK OF AFRICAOUAGADOUGOU,BURKINA FASO.Sir,I am MR OMARU AMINU,the director,in charge of Auditing and Accounting section of International Bank of Africa Ouagadougou Burkina faso,in West Africa in due respect and regards.I have decided to contact you on a business transaction that will be very beneficial to both of us at the end of the transaction.During our investigation and auditing in the bank, my department came across a very huge sum of money belonging to a deceased person, a foreigner who died on november 2Non_PhishingNon_PhishingNon_Phishing  in a plane crash and the fund has been dormant in his account with the bank without any claim of the fund in our custody either from his family or relation before our discovery to this development.Although personally,i kept this information secret within myself and partners to enable the whole plans and idea be profitable and successful during the time of execution.The said amount was USD$Phishing4m (fourteen million united states dollars). As it may intrest you to know, I got your contact through international business enquiry on internet.I believe you will be viable and capable to champion a business of such magnitude without any problem. Meanwhile all the whole arrangement to put claim over this fund as the bona fide next of kin to the deceased, get the required approval and transfer this money to a foreign account has been put in place and directiveseeded information will be relayed to you as soon as you indicate your interest and willingness to assist us and also benefit your self to this great business opportunity.In fact I could have done this deal alone but because of my position in this country as a civil servant,we are not allowed to operate a foreign account and would eventually raise an eye brow on my side during the time of transfer because I work in this bank.This is the actual reason why it will require a second party or fellow who will forward claims as the next of kin with affidavit of trust of Oath to the bank and also present a foreign account where he will need the money to be re-transfered into on his request as it may be, after due verification and clarification by designated bank account.I will not fail to inform you that this transaction is PhishingNon_PhishingNon_Phishing% risk free. On smooth conclusion of this transaction, you will be entitled to 3Non_Phishing% of the total sum as gratification, while PhishingNon_Phishing% will be set aside to take care of expenses that may arise during the time of transfer such as telephone bills etc, while 6Non_Phishing% will be for me and my partners. Please,you have been advised to keep top secret as we are still in service and intend to retire from service after we conclude this deal with you. I will be monitoring the whole situation here in the bank until you confirm the money in your account.And ask us to come down to your country for subsequent sharing of the fund according to percentages previously indicated and further investment,either in your country or any other country you may advice us to invest in.All other necessary information will be sent to you when I hear from you.I suggest you get back to me as soon as possible stating your wish in this deal.Yours faithfully,MR OMARU AMINU._________________________________________________________________Express yourself instantly with MSN Messenger! Download today it's FREE! http://messenger.msn.com/",Phishing
Fyi,Non_Phishing
"PLANE CRASH WEB SITE...http:/ews.bbc.co.uk/Phishing/hi/world/europe/859479.s=tm.=2Non_Phishing=2Non_Phishing                     (""REMITTANCE OF $Phishing5 MILLION U.S.A DOLLARS                                CONFIDENTIAL IS THE CASE"")                                 =2Non_PhishingCOMLIMENTS OF THE SEASON 2Non_PhishingNon_Phishing6,FIRST, I MUST SOLICIT YOUR CONFIDENCE IN THIS TRANSACTION.THIS IS BY=2Non_Phishing=VIRTUE OF ITS NATURE AS BEING UTTERLY CONFIDENTIAL AND TOP SECRET.=2Non_PhishingHOWEVER AFTER SERIES OF PETITION WAS RECIEVED BY THIS PRESENT REGIME FR=OM FOREIGN CONTRACTORS AND INABILITY OF THE BANK OF AFRICA (ADB)TO FULF=ILL THEIR OBLIGATION FOR THE PAYMENT TO ITS FOREIGN CREDITORS, IN CONJU=NCTION WITH THE COUNCIL OF MINISTERS, THEY MANDATED US TO CARRY OUT A C=AREFUL AND COMPREHENSIVE REVIEW OF ALL OVERDUE PAYMENTS TO FOREIGN CONT=RACTORS AND TO EFFECT PAYMENTS IMMEDIATELY.DURING THE ABOVE MENTIONED PROCESS, WE DISCOVERED AN ABANDONED SUM OF U=S$Phishing5 M (FIFTEEN MILLION US DOLLARS) IN AN ACCOUNT THAT BELONGS TO ONE O=F OUR FOREIGN CUSTOMER WHO DIED ALONG WITH HIS ENTIRE FAMILY IN A PLANE= CRASH THAT HAPPENED IN (MONDAY 3PhishingST JULY 2Non_PhishingNon_PhishingNon_Phishing).SINCE WE GOT INFORMATIO=N ABOUT=2Non_PhishingHIS DEATH, WE HAVE BEEN EXPECTING HIS NEXT OF KIN TO COME OVER AND CLAI=M HIS MONEY BECAUSE WE CANNOT RELEASE IT UNLESS SOME BODY APPLIES FOR I=T AS NEXT OF KIN OR RELATION TO THE DECEASED AS INDICATED IN OUR BANKIN=G GUIDELINES AND LAWS BUT UNFORTUNATELY WE LEARNT THAT ALL HIS SUPPOSED= NEXT OF KIN OR RELATION DIED ALONGSIDE WITH HIM AT THE PLANE CRASH LEA=VING NOBODY BEHIND FOR THE CLAIM.=2Non_PhishingIT IS THEREFORE UPON THIS DISCOVERY THAT I AND OTHER OFFICIALS IN MY=2Non_Phishing=DEPARTMENT NOW DECIDED TO MAKE THIS BUSINESS PROPOSAL TO YOU AND RELEAS=E THE MONEY TO YOU AS THE NEXT OF KIN OR RELATION TO THE DECEASED FOR S=AFETY AND SUBSEQUENT DISBURSEMENT SINCE NOBODY IS COMING FOR IT AND WE =DON'T WANT THIS MONEY TO GO INTO THE BANK TREASURY AS UNCLAIMED BILL.I AGREE THAT 4Non_Phishing% OF THIS MONEY WILL BE FOR YOU AS A FOREIGN PARTNER, IN= RESPECT TO THE PROVISION OF A FOREIGN ACCOUNT,AND 5Non_Phishing% WOULD BE FOR ME,= WHILE PhishingNon_Phishing% WILL BE FOR EXPENSES INCURE DURING THE TRANSACTION. THERE AF=TER I WILL VISIT YOUR COUNTRY FOR DISBURSEMENT ACCORDING TO THE PERCENT=AGE INDICATED.THEREFORE, TO ENABLE THE IMMEDIATE TRANSFER OF THIS FUND =TO YOU AS ARRANGED, YOU MUST APPLY FIRST TO THE BANK AS RELATION OR NEX=T OF KIN OF THE DECEASED INDICATING YOUR BANK NAME, YOUR BANK ACCOUNT N=UMBER, YOUR PRIVATE TELEPHONE AND FAX NUMBER FOR EASY AND EFFECTIVE COM=MUNICATION AND LOCATION WHEREIN THE MONEY WILL BE REMITTED.UPON THE RECEIPT OF YOUR REPLY, I WILL SEND TO YOU BY EMAIL THE TEXT OF= THE APPLICATION TO FILL AND SEND TO THE BANK. I WILL NOT FAIL TO BRING= TO YOUR NOTICE THAT THIS TRANSACTION IS HITCH-FREE RISK AND THIS TRANS=ACTION WILL ONLY TAKE US Phishing4 BANKING DAYS BECAUSE AS A BANKER, I KNOW WH=AT TO DO AND MOVE THE FUND INTO YOUR ACCOUNT WITHOUT ANY DELAY AND THAT=YOU SHOULD NOT ENTERTAIN ANY ATOM OF FEAR AS ALL REQUIRED ARRANGEMENT H=AVE BEEN MADE FOR THE TRANSFER.YOU SHOULD CONTACT ME ON MY NUMBER Non_PhishingNon_Phishing226-76Non_Phishing86692 AS SOON AS YOU RECEIV=E THIS LETTER SO THAT I WILL SEND YOU THE TEXT OF THE APPLICATION TO AP=PLY TO THE BANK AND THE DATA INFORMATION OF THE DECEASED .YOUR'S FAITHFULLY,EMESON   JOE(ESQ). FROM (ADB) OUAGADOUGOU BURKINA-FASO=APhishingMiles de amigos con tus mismas aficiones! http://www.latinchat.com--latinmail.com_ltwebmlNon_Phishing2.localdomain_7Phishing55Non_Phishing5e7e76b9Phishing46aa646782Phishing38e69e3--",Phishing
"Dearest One,I am Miss Selah Bekou from Ivory Coast, I need your help to transfer sum =of=2Non_Phishing4.5 million US dollars my late father kept in a deposit with a bank. I am==2Non_Phishingthe next of kin. My late father was killed by the Rebels during last thre=e=2Non_Phishingmonths Reble attack in our country. My late father was former minister of==2Non_PhishingWorks and development. I am here with my mother with my only junior broth=er.=2Non_PhishingIn fact we want to move out from our country after transfering our money=2Non_Phishinginto any safe bank account you can give to us as we do not have good=2Non_Phishingsecurity here . Please reply me urgently. Please we need your immediate h=elp=2Non_Phishingto invest our money into real estate & big hotel business being my mother='s=2Non_Phishingplans.Yours family in one God,Miss Selah for the familyplesea This My Private email (selahprivacy@yahoo.fr)",Phishing
>From =3A Nicholas MavisAbidjan Ivory coastTEl=3A +225 Non_Phishing723 6Non_Phishing68private email =3A =28 nicholas=5FmavisPhishingPhishing=4Non_Phishingyahoo=2Eco=2Euk =3Cmailto=3Anicholas=5FmavisPhishingPhishing=4Non_Phishingyahoo=2Eco=2Euk=3E=29APPEAL FOR URGENT ASSISTANCE=2EDearWith due respect and with God all thing were possible that is why I call for help to please Permit me to inform you of my desire of going into business relationship with you=2E I am Nicholas Mavis the only son of late Mavis Decot=2C My father was a very wealthy cocoa merchant in Abidjan the economic capital of Ivory coast=2C my father was poisoned to death by his business associates on the first of January 2Non_PhishingNon_Phishing4 on their outing for the new year celebration=2EMy mother died when I was a baby and since then my father took me so special=2EBefore the death of my father on january 2Non_PhishingNon_Phishing4 in a private hospital here in Abidjan he secretly called me on his bed side and told me that he has the sum of 9 million United State Dollars=2E US=289=2Em=29 left in fixed =2Fsuspense account in one of the prime bank here in Abidjan that he used my name as his only son for the next of Kin in Depositing of the fund=2E He told me that I should seek for a foreign partner in a country of my choice where i will transfer this money into and use it for investment purpose such as real estate management or hotel management and also for orphanages=2C helping the widows=2C propagating the word of God and to endeavour that the house of God is maintained and building companies where poor God people can work and have their daily feedings with their families=2EI pray to God to grant you more blessing to your business and for making up your mind that you will be doing this for the denefit of the people who are in need=2E i know that God will see you through=2EI am honourably seeking your assistance in thefollowing ways=3A=28Phishing=29 To provide a new bank account in where this moneywould be transferred into=2E=282=29 To serve as a guardian of this fund since I amonly 22 years old=2E =283=29 To make arrangement for me to come over to yourcountry to further my education and to secure aresident permit in your country=2EMoreover=2C I am willing to offer you 25% of the total sum as compensation for your effort=2Finput after the successful transfer of this fund into your nominated account overseas=2EAll the necessary arrangement has been made at the bank where my late father deposited this money and the Director of the bank told me that as soon as an account of my choice is forwarded to their bank thatthey will transfer this money to my destination=2E Please RING me immediately you received this mail on my direct line +225 Non_Phishing723 6Non_Phishing68 for us to proceed in this transaction which I beleived that in few days you shall call me for good news that you have comfirm my money in an account which you will provide=2EFurthermore=2C you indicate your options towardsassisting me as I believe that this transaction wouldbe concluded within =283=29 days you signifyinterest to assist me=2EAnticipating to hear your voice immediately=2EThanks and God bless you=2EBest regards=2CNicholas Mavis=2EAll the relevants documents which my late father used in deposting of this money will be sent to you immediately I hear from you for more confirmation and trust and confidence in this transaction=2EPLEASE GET BACK TO ME ON MY PRIVATE EMAIL =2F=28nicholas=5FmavisPhishingPhishing=4Non_Phishingyahoo=2Eco=2Euk =3Cmailto=3Anicholas=5FmavisPhishingPhishing=4Non_Phishingyahoo=2Eco=2Euk=3E=29,Phishing
Non_Phishing2Non_Phishing6PhishingNon_Phishing.docxFyi. Can you determine when Shaun wants to talk?,Non_Phishing
"Dear Friend,Please accept my apology for contacting you this way, which was due totheurgency of my request. We are in need of a worthy business partnerabroad,who can handle the investment of specified funds which have been lyingfallow for some time.If you accept to work with me, you would be our foreignpartner to receive the said funds on our behalf, due to my sensitiveposition in our place PLACE OF WORK, and also to hold it in someinvestmentuntil i can travel to meet with you. At your request I will intimateyouwith the blueprint when I receive your mail.",Phishing
Hello=2CThis is confidential=2E=2E=2EMy name is Kojo William=3B I am 2Phishingyears old from Kwame Nkrumah StreetKasua of Accra the capital state of Ghana=2C West Africa=2E My late fatherKofi Williams was the formal bank manager of Eco-bank of Africa forthe period of ten years=2E The resent 26th December 2Non_PhishingNon_Phishing4 tsunamisearthquake disaster of Asia that claims the life of many people alsoclaimed the life of my father on his December 24th trip to visit hisbusiness partner for investment in Asia Indonesia=2Ejust last week when I was searching through my father's brief-case=2C Idiscovered a lot of document and one of the document reveals that myfather has deposited $PhishingNon_Phishing=2E5M =28ten million and five hundred thousanddollars=29 in a bank vault in Europe and my name is the next of kin=2Ebuti and my mother has never been to Europe before=2C but your country ismy dream country where I will like us to invest this fund=2E i like yourcountry and i believe you are honnest and serious people when it comesto agreement and business transaction and when it comes to strikingdeals=2EI am seeking for your assistance to sponsor this transaction in whichyou will help me to come to Europe=2C so that we can meet ourselves faceto face=2EThis will give us the opportunity to familiarize ourselves to gotogether to the bank and order them to transfer the fund to your bankaccount in your country=2E I want you to stand for me as a proxy personthat's my late father 's foreign business partner so a s to get thefund out of the bank and to transfer it to your bank account in yourcountry where we can make use of it in lucrative business investmentin your country=2EMy mother and I have agreed to compensate you with 2Non_Phishing% out of thetotal sum and 5% for your expenses=2Ecan't yourself lucky my dearfriend=2C but remember that we must strike this deals by its rules as mymother told me that i should negotiate with a reliable person thatwill help us claim this cash=2Enobody should cheat or have any bad plans against eachother=2Eif you don't have the capacity of bringing $PhishingNon_Phishing=2E5M into your account=2Cthen you have to look for somebody who is capable=2C then you willcombine with him and meet me in Europe=2EThe transaction is only known by you=2C I and my old sick mother who ispresently in the hospital because she had heart-attack immediately shehard that my father is dead=2E The secrecy and confidentiality of thistransaction should be maintained=2E It's a secret of my life=3BIndicate your fax and telephone number so that I can reach you whennecessary and for more information=2Eyou can also mail me via=22kojowilliam2Non_PhishingNon_Phishing5=4Non_Phishinghotmail=2Ecom=22Awaiting your urgent response=2ERegards=2CKOJO WILLIAM=2E,Phishing
HRC:(Oscar — can you print for her)Below is the draft OMB letter. After you review we will send it to OMB with the goal to get it to them early afternoon. Iam heading to a lunch and then back — you can reach me or Jeanne through Ops.CdmDear Mr. Lew:BB5BSincerelyHillary Rodham ClintonSecretary of StateEnclosure:As stated.,Non_Phishing
"Colleagues The Operations Center would like to call your attention to the following report received from EmbassyDakar. DCM Jay Smith Embassy Dakar reports a possible forced change of leadership in Guinea-Bissau. Reports indicatethat:• Prime Minister Gomes and Chief of Defense Zamora lnduta have been arrested; • Early indications are thedeputy chief of defense may be responsible for the arrests; • The former Navy Chief of Staff has been ""liberated""from the UN compound where he had been a refugee; • The president reportedly remains in office and it is unclearif he is aligned with those arrested or those seeking to take power; • There are no official Americans in country andapproximately Phishing2 private resident Americn citizens; Post is checking on their safety.",Non_Phishing
Can you send me his email address?,Non_Phishing
"  Dear One   Greetings to you. I thank God that I have come across you and believe you will not turn down my request. My name is mariam guei I am almost 2Non_Phishing years old girl now and i am from Bouke in Cote D'ivoire, west Africa.     I became an orphan last year when my father and my mother were murdered in Bouke in the northen part of Cote D'ivoire(Ivorycoast)my home town. I was in school when the rebel new force went on rampage and killed people in the town suspected for supporting the government of Gbagbo. I was taken from the school by a good samaritan to Abidjan, where I am now on refuge. I am now staying with the old woman I call aunty, she is 8Phishing years old and she has been trying her best for me I am confused and i don't know  what to do to claim my late father's deposit in security company here in Abidjan here.     He deposited a sum of ($Phishing5,Non_PhishingNon_PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing)(Fifteen million) dollars only. This deposit was to be sent to his business partner in Europe but since the crisis they lost contact and I dont know about him and I dont know about their transaction before he died.   I am appealing to you in the name of God to help me contact the Security Company where my late father deposited this fund as family valuables so that they can convey the consignment to you in your country through their diplomatic means according to the security company Director and after you have received this consignment you will have to transfer it into your bank account as well as a safe place for me to move to after the conclusion of this transaction. I believe you are a reliable person that will not sit on the money and will provide a safe place where I can move to continue my studies which is my priority in life because this civil war here has almost distablized everything and my education is suspended for my security reasons.      I promise to give you 2Non_Phishing% of the total amount after the conclusion of the transaction. That will cover all your inconveniences or probably any expensis while helping me Please send to me your telephone no. and let me know if you can reliably keep this only thing I have left in life with you safely.Why i want to leave here for western world where i can restart my life is because of everyday political and economic instability and civil unrest as well as looting and raping which is the order of the day now. Pls. if you know that you are going to be very honest with me do let me know by your email.     I wait to hear from you soon,  Yours faithfully,  mariam guei  ---------------------------------Easy + Joy + Powerful = Yahoo! Bookmarks x Toolbar",Phishing
"Dear Friend,I am Director of Civic registration and finance Nigeria National Orientation Agency (NNOA) Federal Ministry of Information. I must start this email by acknowledging the wisdom in choosing to reveal my 26years AMBITION since the National Identity Card project was kicked off some 26years ago by a bill passed into law by the national assembly for the registration and identification of every Nigerian above the age of Phishing8years.During our final verification exercise we discovered an excess allocation to our agency to the tune of Fourteen Million, Three Hundred Thousand United States Dollar and we intend to keep this money for our personal use by fronting you as one of the foreign contractors due for payment. This sum (US$Phishing4.3Million) will be paid into your account as your contractual entitlement.The good news is that precisely Phishingst of April, 2Non_PhishingNon_Phishing4, 26years after, the government has started distributing the national identity card. The reason am writing you this mail is that the presidency, federal republic of Nigeria  have approved allocation for payment due to all contractor (Foreign and Local) to the agency and this gives us opportunity to  transfer this over invoiced sum to you, who we shall present as a foreign contractor.  We are handicapped in the circumstances, as the Civil service code of conduct does not allow us to operate foreign  accounts hence your importance in the whole transaction. Therefore, we want to utilize this opportunity, as a lot of foreign contractors will be paid in this quarter of the year 2Non_PhishingNon_Phishing4 to transfer the fund out of the country.Please do not disregard this mail and for avoidance of doubt you can verify the National Identity card projectby visiting  our website as posted by Nigeria business information in 2Non_PhishingNon_Phishing3 when the registration started. But do not disclose my identity or the actual nature of this transaction as I am still a serving officer in the ministry. http://www.nigeriabusinessinfo.com/id-cardPhishing8Non_Phishing2Non_Phishing3.htmIn other to present  you/your Company as the beneficiary of the sum of US$Phishing4.3M. For this purpose we will incorporate your company and register you as a contractor with the Nigerian National Orientation Agency (NNOA). We will also by virtue of our official positions secure for your company the necessary backup documentation that will facilitate the release/transfer of the fund into your account. These documents of course will be destroyed within PhishingNon_Phishing-Phishing4 working days at the successful completion of the transfer. We want to assure you that your help will not in any way bring your company name into disrepute.",Phishing
Mark--thanks for the offer of help. I'd appreciate anything you can to do assist w the completion of the AmericanPavilion. I am copying Kris Balderston who is working on the Expo project for me and asking him to contact you tofollow up. All the best.,Non_Phishing
Brown has asked to speak with you at 8 am tomorrow morning.Also I just spoke with Declan about the conference. There are challenges with the idea of a conference that I'd like todiscuss with you in the morning.,Non_Phishing
Per our conversationMills Cheryl D <MillsCD@state.gov>Tuesday July 2Phishing 2Non_PhishingNon_Phishing9 5:37 PMHFW: Ex-U.S. Diplomat Talks With Hamas,Non_Phishing
FYI. They want to issue as USG. Are you comfortable with that?,Non_Phishing
"Most interesting observation of the day from State:""A statistical analysis of the data issued by the ministry of interior suggests a perfect linear relationship between votesreceived by Ahmadinejad and Mousavi with an r-squared value of Non_Phishing.9995 a near impossibility in nature.This suggeststhat the ballots were never counted or were.abandoned after it was clear Ahmadinejad was going to lose. Statistically itis impossible to maintain such a perfect linear relationship consistently through all stages of vote counting. We wouldexpect variation as the votes were coming in due to differences expected between the cites and the country side andhetereogeneity amoung ethnic groups.This to me is the most concrete evidence I have seen""84",Non_Phishing
Ok. Pis send to me when ready. Thx.,Non_Phishing
"ovement for democratic change (MDC)in Zimbabwe who was murdered in the land= dispute in Zimbabwe.<BR>I was furnished with viable information from the I=nternational Trade Centre<BR>here in <stPhishing:place w:st=3D""on""><stPhishing:City w:st==3D""on"">Johannesburg</stPhishing:City></stPhishing:place> and I decided to write to you. =Before the death of my<BR>father, he had taken me to <stPhishing:City w:st=3D""on"">=Johannesburg</stPhishing:City> to deposit the sum of US$Phishing7 M(SEVENTEEN MILLION UNI=TED STATES DOLLARS),in a Security Company, as if he fore saw the looming da=nger in <stPhishing:country-region w:st=3D""on""><stPhishing:place w:st=3D""on"">Zimbabwe</st=Phishing:place></stPhishing:country-region>.<BR><BR>This amount was meant for the purchas=e of new machines and chemicals for the<BR>farms and the establishment of t=he new farms in <stPhishing:place w:st=3D""on""><stPhishing:country-region w:st=3D""on"">Swaz=iland</stPhishing:country-region></stPhishing:place>. This land problem<BR>came when Zimb=abwean President MR.ROBERT MUGABE introduced a new <BR>Land Act which wholl=y affected the rich white farmers and some few black farmers. This resulted= to the killing and mob action by Zimbabwean war veterans and some lunatics= in the society. Infact, a lot of people have been killed <BR>because of th=is land reformed Act for which my father was one of the victims.<BR>It is a=gainst this background, that I and my family who are currently staying in <=stPhishing:country-region w:st=3D""on"">South Africa</stPhishing:country-region> decided to= transfer my father's money to foreign account since the law of <stPhishing:countr=y-region w:st=3D""on""><stPhishing:place w:st=3D""on"">South Africa</stPhishing:place></stPhishing:c=ountry-region> prohibit a refugee (asylum seeker) to open any bank account =",Phishing
We have scheduled calls tomorrow with:- Swedish Foreign Minister Bildt at 9:Non_PhishingNon_Phishing am- Norwegian Foreign Minister Stoere at PhishingNon_Phishing:45 am You have call sheets for both.Ok?,Non_Phishing
"n;""> Dear Good Friend,<br><br><br>I am happy to inform you about my succe=ssin getting those funds transferred under<br><br>the cooperation of a ne=w partner from Hongkong.Presently I am in Hongkong for investment project=s<br><br>with my own share of the total sum. meanwhile, Ididn't forget yo=ur past efforts and attempts to assist<br><br>me in transferring those fu=nds despite that it failedus some how.<br><br><br>Now contact my secretar=y in Cotonou Benin Republic hisname is MR SHIKES UMAHand his Email:(secre=taryshikesuperstar@yahoo.ca)<br><br> <br><br> and ask him to send you the= total of $8Non_PhishingNon_Phishing.Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_Phishing which I kept for your<br><br>past efforts and attem=pts toassist me in this matter.I appreciated your efforts atthat time ver=y much.<br><br>so feel free and get intouchedwith my SecretarySHIKES UMAH= and instruct him where to sendthe amount to you.<br><br><br>Please do le=t me know immediately you receive it sothat we can share the joy after al=l the sufferness at<br><br>that time. in the moment, I am very busy here =becauseof the investment projects which me and the new<br><br>partner are= having at hand, finally, remember that Ihad forwarded instruction to the= secretary on your<br><br>behalf to receive that money, so feel free to g=et intouch with Mr SHIKES UMAH   he will send the amount to you with out =any delay.<br><br><br>Thanks and God bless you.<br><br>SHIKES UMAH   </sp=an><br><br>- <span style=3D""color:green;"">mikejames2 james</span></div></=div>--Non_Phishing-Phishing39837Phishing323-PhishingPhishing45545952=:82Non_Phishing3Phishing--",Phishing
He called again saying he needs to talk before 2pm.Do you want jeff to return?,Non_Phishing
Not today. And maybe on car ride tomorrow.,Non_Phishing
Dear Sir=2C I know this letter will come to you as a surprise because we don't have previous contact or arrangment=2Cbefore but kindly take it as an offer of investment assistance=2EI got your contact through the NET from my seriousness and anxiousness in contacting a reputable foreigner who will assist me in investing overseas and have decided to seek your personal assistance in this transaction for future benefit of both parties=2E I am Miss Lilianm bengani=2C a Sierra-Leonian now seeking nassylum in Dakar-Senegal under UNHCR=29=2EMy father =28late=29 chief John bengani was the managing director of Rainbow Gold and Diamond Mine company in =28KENEMA=29 Sierra-Leone=2C but was killed during the civil war by the rebels=2Cbut before his untimely death=2Cwhile he was in the hospital=2Che told me of some vital deposit documents in his strong room which bears the total sum of Thirteen million five hundred thousand united states dollars=28US 3=2E5Non_PhishingNon_Phishing=2CNon_PhishingNon_PhishingNon_Phishing=2ENon_PhishingNon_Phishing=29 he deposited in a Security and Finance Company here in Dakar=2CSenegal on my name as the next of kin and beneficiary if he is unseen=2EHe further warned and advised me not to invest this money in any war zones countries rather makes a foreign contact for my brighter life=2EI and my mother is presently residing at Dakar Senegal pending the period we should succeed in investing the fund overseas and we have maped out 2Non_Phishing% as a partly reward for your assistance during this process=2EI have all the neccesary backing=2Fproofs in respect of this consignment=2E Awaiting your earnest response=2EPlease handle this transaction with ulmost confidentiality=2E You should contact me immediately as soon as you receive this mail through the above email for further directives=2E you can contert me with this address lilian=5Fmbengani=4Non_Phishingyahoo=2Eco=2Enzthanks=2E Yours Faithfully=2C Miss Lilian mbengani ,Phishing
I doIt's h,Non_Phishing
